"","MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","ActivityStartDate","OrganizationIdentifier","11Cl-PF3OUdS","3:3 FTCA","4:2 FTS","6:2 FTS","8:2 FTS","9Cl-PF3ONS","ADONA","HFPO-DA","MeFOSAA","NFDHA","PFDA","PFDoA","PFEESA","PFHpA","PFHpS","PFHxS","PFMBA","PFMPA","PFNA","PFNS","PFOA","PFOSA","PFPeA","PFTrDA","PFUnA","5:3 FTCA","7:3 FTCA","N-EtFOSA","N-MeFOSA","PFHxA","N-EtFOSE","PFBA","PFBS","PFOS"
"597","MNPCA-S007-336","45.517842","-94.140705","2024-06-18","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,0.566,NA,0.482,NA,NA,NA,NA,NA,NA,0.624,NA,5.72,NA,NA
"598","MNPCA-S007-336","45.517842","-94.140705","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.683,NA,0.678,NA,NA,NA,NA,NA,NA,0.633,NA,8.56,NA,NA
"599","MNPCA-S007-336","45.517842","-94.140705","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.589,NA,0.613,NA,NA,NA,NA,NA,NA,0.458,NA,5.64,NA,NA
"600","MNPCA-S007-336","45.517842","-94.140705","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397,NA,NA,NA,NA,NA,NA,0.331,NA,NA,NA,NA,NA,NA,NA,NA,0.577,NA,6.12,NA,NA
"601","MNPCA-S007-337","46.360681","-94.211255","2024-07-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888,NA,NA,NA,NA,0.34,NA,0.648,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,7.64,NA,NA
"602","MNPCA-S007-337","46.360681","-94.211255","2024-08-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,0.583,NA,6.41,NA,NA
"603","MNPCA-S007-337","46.360681","-94.211255","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,0.482,NA,NA,NA,NA,NA,NA,NA,NA,0.541,NA,7.22,NA,NA
"604","MNPCA-S007-415","47.615772","-90.776651","2024-05-23","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA
"605","MNPCA-S007-415","47.615772","-90.776651","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,NA,NA
"606","MNPCA-S007-415","47.615772","-90.776651","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,NA,NA
"607","MNPCA-S007-415","47.615772","-90.776651","2024-09-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422,NA,NA
"608","MNPCA-S007-544","47.4242","-91.2337","2024-05-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15,NA,NA
"609","MNPCA-S007-544","47.4242","-91.2337","2024-06-24","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,NA
"610","MNPCA-S007-544","47.4242","-91.2337","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272,NA,NA,NA,NA,NA,NA,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43,NA,NA
"611","MNPCA-S007-544","47.4242","-91.2337","2024-08-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA,2.06,NA,NA
"612","MNPCA-S007-544","47.4242","-91.2337","2024-09-04","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,2.26,NA,NA,NA,NA,NA,NA,NA,NA,2.92,NA,NA
"613","MNPCA-S007-545","47.4147","-91.246044","2024-05-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479,NA,NA,NA,NA,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,NA,NA
"614","MNPCA-S007-545","47.4147","-91.246044","2024-06-24","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA,0.496,NA,NA,NA,NA,NA,NA,NA,NA,0.323,NA,6.44,NA,NA
"615","MNPCA-S007-545","47.4147","-91.246044","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57,NA,NA
"616","MNPCA-S007-545","47.4147","-91.246044","2024-08-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974,NA,NA,NA,NA,NA,NA,0.521,NA,0.345,NA,NA,NA,NA,NA,NA,0.32,NA,7.54,NA,NA
"617","MNPCA-S007-545","47.4147","-91.246044","2024-09-04","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04,NA,NA
"618","MNPCA-S007-548","47.547018","-90.90199","2024-05-23","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,NA,NA
"619","MNPCA-S007-548","47.547018","-90.90199","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13,NA,NA
"620","MNPCA-S007-548","47.547018","-90.90199","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,NA,NA
"621","MNPCA-S007-548","47.547018","-90.90199","2024-08-20","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,NA,NA
"622","MNPCA-S007-548","47.547018","-90.90199","2024-09-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,NA,NA
"623","MNPCA-S007-595","46.84723","-92.111196","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.157,10.6,NA,NA,NA,NA,2.17,NA,1.92,NA,NA,NA,NA,NA,NA,2.81,NA,4.35,NA,NA
"624","MNPCA-S007-783","47.503471","-91.113355","2024-06-24","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,NA,NA
"625","MNPCA-S007-783","47.503471","-91.113355","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535,NA,NA,NA,NA,NA,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,NA,NA
"626","MNPCA-S007-783","47.503471","-91.113355","2024-08-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,NA,NA,NA,NA,NA,NA,0.305,NA,0.309,NA,NA,NA,NA,NA,NA,NA,NA,3.97,NA,NA
"627","MNPCA-S007-783","47.503471","-91.113355","2024-09-04","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,NA,NA
"628","MNPCA-S008-062","44.602348","-92.568169","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701,NA,0.236,NA,NA,NA,NA,2.2,NA,1.11,NA,NA,NA,NA,NA,NA,1.08,NA,11.3,NA,NA
"629","MNPCA-S008-062","44.602348","-92.568169","2024-08-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,NA,0.481,NA,NA,NA,NA,3.18,NA,1.45,NA,NA,NA,NA,NA,NA,1.31,NA,13.5,NA,NA
"630","MNPCA-S008-062","44.602348","-92.568169","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.851,NA,0.834,NA,NA,NA,NA,3.37,NA,2.29,NA,NA,NA,NA,NA,NA,1.66,NA,16.1,NA,NA
"631","MNPCA-S008-994","44.563188","-92.459991","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524,NA,0.402,NA,NA,NA,NA,1.68,NA,0.692,NA,NA,NA,NA,NA,NA,0.661,NA,7.22,NA,NA
"632","MNPCA-S008-994","44.563188","-92.459991","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,NA,0.219,NA,NA,NA,NA,2.11,NA,1.14,NA,NA,NA,NA,NA,NA,0.853,NA,11.7,NA,NA
"633","MNPCA-S008-994","44.563188","-92.459991","2024-08-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567,NA,0.519,NA,NA,NA,NA,3.24,NA,1.4,NA,NA,NA,NA,NA,NA,1.35,NA,13.9,NA,NA
"634","MNPCA-S008-994","44.563188","-92.459991","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877,NA,0.867,NA,NA,NA,NA,3.28,NA,2.23,NA,NA,NA,NA,NA,NA,1.89,NA,17,NA,NA
"635","MNPCA-S008-996","44.652178","-92.642098","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608,NA,0.226,NA,NA,NA,NA,2.28,NA,1.16,NA,NA,NA,NA,NA,NA,0.842,NA,11.8,NA,NA
"636","MNPCA-S008-996","44.652178","-92.642098","2024-08-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654,NA,0.477,NA,NA,NA,NA,3.17,NA,1.55,NA,NA,NA,NA,NA,NA,1.3,NA,12.8,NA,NA
"637","MNPCA-S008-996","44.652178","-92.642098","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877,NA,0.853,NA,NA,NA,NA,3.57,NA,2.24,NA,NA,NA,NA,NA,NA,1.82,NA,15.4,NA,NA
"638","MNPCA-S009-001","44.773681","-92.995679","2024-07-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,0.412,NA,NA,NA,NA,2.61,NA,0.803,NA,NA,NA,NA,NA,NA,1.09,NA,7.98,NA,NA
"639","MNPCA-S009-001","44.773681","-92.995679","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586,NA,0.485,NA,NA,NA,NA,2.73,NA,0.854,NA,NA,NA,NA,NA,NA,1.09,NA,8.29,NA,NA
"640","MNPCA-S009-001","44.773681","-92.995679","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619,NA,0.669,NA,NA,NA,NA,2.97,NA,1.3,NA,NA,NA,NA,NA,NA,1.47,NA,11.4,NA,NA
"641","MNPCA-S009-001","44.773681","-92.995679","2024-09-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.975,0.202,1.34,NA,NA,0.573,NA,3.08,0.324,2.48,NA,NA,NA,NA,NA,NA,2.27,NA,12.1,NA,NA
"642","MNPCA-S009-117","46.856585","-92.099949","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895,NA,0.763,NA,NA,0.363,NA,2.28,NA,1.74,NA,NA,NA,NA,NA,NA,1.22,NA,5.38,NA,NA
"643","MNPCA-S012-288","44.02332","-91.53606","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,NA,0.354,NA,NA,NA,NA,1.58,NA,0.872,NA,NA,NA,NA,NA,NA,0.788,NA,6.75,NA,NA
"644","MNPCA-S012-288","44.02332","-91.53606","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665,NA,0.202,NA,NA,NA,NA,1.84,NA,1.004,NA,NA,NA,NA,NA,NA,0.9075,NA,10.3,NA,NA
"645","MNPCA-S012-288","44.02332","-91.53606","2024-08-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605,NA,0.45,NA,NA,NA,NA,2.42,NA,1.53,NA,NA,NA,NA,NA,NA,1.03,NA,11,NA,NA
"646","MNPCA-S012-288","44.02332","-91.53606","2024-09-17","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.781,NA,0.681,NA,NA,NA,NA,2.67,NA,1.78,NA,NA,NA,NA,NA,NA,1.55,NA,12.6,NA,NA
"647","MNPCA-S012-524","46.40732","-94.15672","2024-05-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA,0.408,NA,NA,NA,NA,NA,NA,NA,NA,0.418,NA,4.77,NA,NA
"648","MNPCA-S012-524","46.40732","-94.15672","2024-07-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,0.361,NA,0.801,NA,0.661,NA,NA,NA,NA,NA,NA,0.606,NA,7.66,NA,NA
"649","MNPCA-S012-524","46.40732","-94.15672","2024-08-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,NA,NA,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,7.1,NA,NA
"650","MNPCA-S012-524","46.40732","-94.15672","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,0.324,NA,6.84,NA,NA
"651","MNPCA-S014-093","44.859582","-93.007767","2024-05-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4235,NA,0.3145,NA,NA,NA,NA,1.425,0.281,0.8125,NA,NA,NA,NA,NA,NA,0.6945,NA,6.345,NA,NA
"652","MNPCA-S014-093","44.859582","-93.007767","2024-07-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495,NA,0.54,NA,NA,NA,NA,3.97,NA,0.943,NA,NA,NA,NA,NA,NA,1.2,NA,10.3,NA,NA
"653","MNPCA-S014-093","44.859582","-93.007767","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611,NA,0.47,NA,NA,NA,NA,4.37,NA,0.936,NA,NA,NA,NA,NA,NA,1.11,NA,8.54,NA,NA
"654","MNPCA-S014-093","44.859582","-93.007767","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593,NA,0.6195,NA,NA,NA,NA,2.9,NA,1.098,NA,NA,NA,NA,NA,NA,1.455,NA,10.955,NA,NA
"655","MNPCA-S014-093","44.859582","-93.007767","2024-09-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962,NA,1.19,NA,NA,0.55,NA,2.28,NA,2.29,NA,NA,NA,NA,NA,NA,2.05,NA,10.5,NA,NA
"656","MNPCA-S015-203","44.882698","-93.01605","2024-07-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646,NA,0.429,NA,NA,NA,NA,3.04,NA,0.856,NA,NA,NA,NA,NA,NA,1.12,NA,8.43,NA,NA
"657","MNPCA-S015-203","44.882698","-93.01605","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473,NA,0.334,NA,NA,NA,NA,1.18,NA,0.671,NA,NA,NA,NA,NA,NA,0.801,NA,6.83,NA,NA
"658","MNPCA-S015-203","44.882698","-93.01605","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,0.433,NA,NA,NA,NA,1.42,NA,0.933,NA,NA,NA,NA,NA,NA,1.07,NA,9.41,NA,NA
"659","MNPCA-S015-203","44.882698","-93.01605","2024-09-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874,0.201,1.2,NA,NA,0.535,NA,2.5,NA,2.04,NA,NA,NA,NA,NA,NA,1.99,NA,9.53,NA,NA
"660","MNPCA-S016-659","44.774304","-93.015566","2024-07-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6435,NA,0.271,NA,NA,NA,NA,1.34,NA,0.6865,NA,NA,NA,NA,NA,NA,0.805,NA,7.665,NA,NA
"661","MNPCA-S016-659","44.774304","-93.015566","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5275,NA,0.3485,NA,NA,NA,NA,1.555,NA,1.053,NA,NA,NA,NA,NA,NA,0.8615,NA,7.485,NA,NA
"662","MNPCA-S016-659","44.774304","-93.015566","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,0.586,NA,NA,NA,NA,2.16,NA,1.27,NA,NA,NA,NA,NA,NA,1.49,NA,10.9,NA,NA
"663","MNPCA-S016-659","44.774304","-93.015566","2024-09-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.2095,1.345,NA,NA,0.545,NA,3.11,0.292,2.72,NA,NA,NA,NA,NA,NA,2.465,NA,19,NA,NA
"664","MNPCA-S016-662","44.814432","-93.006866","2024-05-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327,NA,0.16,NA,NA,NA,NA,0.572,0.322,0.501,NA,NA,NA,NA,NA,NA,0.432,NA,3.72,NA,NA
"665","MNPCA-S016-662","44.814432","-93.006866","2024-07-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556,NA,0.306,NA,NA,NA,NA,1.44,NA,0.726,NA,NA,NA,NA,NA,NA,0.839,NA,7.8,NA,NA
"666","MNPCA-S016-662","44.814432","-93.006866","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497,NA,0.425,NA,NA,NA,NA,5.03,NA,1.04,NA,NA,NA,NA,NA,NA,1.04,NA,9.17,NA,NA
"667","MNPCA-S016-662","44.814432","-93.006866","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588,NA,0.498,NA,NA,NA,NA,1.66,NA,0.988,NA,NA,NA,NA,NA,NA,1.35,NA,9.51,NA,NA
"668","MNPCA-S016-662","44.814432","-93.006866","2024-09-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886,NA,1.27,NA,NA,0.542,NA,2.85,NA,2.14,NA,NA,NA,NA,NA,NA,2,NA,11.2,NA,NA
"669","MNPCA-S016-671","44.748188","-92.814781","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417,NA,0.46,NA,NA,NA,NA,2.18,NA,1.18,NA,NA,NA,NA,NA,NA,0.863,NA,8.9,NA,NA
"670","MNPCA-S016-671","44.748188","-92.814781","2024-07-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,0.407,NA,NA,NA,NA,2.05,NA,1.05,NA,NA,NA,NA,NA,NA,0.991,NA,10.1,NA,NA
"671","MNPCA-S016-671","44.748188","-92.814781","2024-08-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,0.555,NA,NA,NA,NA,3.37,NA,1.43,NA,NA,NA,NA,NA,NA,1.37,NA,11,NA,NA
"672","MNPCA-S016-671","44.748188","-92.814781","2024-08-21","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584,NA,0.621,NA,NA,NA,NA,3.56,NA,1.5,NA,NA,NA,NA,NA,NA,1.4,NA,11,NA,NA
"673","MNPCA-S016-671","44.748188","-92.814781","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677,NA,0.843,NA,NA,NA,NA,5.44,NA,2.1,NA,NA,NA,NA,NA,NA,2.4,NA,19.3,NA,NA
"674","MNPCA-S016-704","46.85166","-92.11111","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865,NA,1.16,NA,NA,NA,NA,1.88,NA,1.05,NA,NA,NA,NA,NA,NA,1.34,NA,5,NA,NA
"675","MNPCA-S016-782","46.657839","-92.238361","2022-09-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62,NA,NA,33,NA,495,NA,NA,NA,NA,81,460,111,NA,NA,NA,NA,NA,NA,145,NA,47.6,42.1,4600
"676","MNPCA-S016-783","46.65701","-92.233022","2022-09-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,NA,71.2,NA,NA,NA,NA,16.8,0.514,13.1,NA,NA,NA,NA,NA,NA,20.4,NA,12.2,7.77,72.7
"677","MNPCA-S016-787","46.653656","-92.227015","2022-09-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,NA,39.1,NA,NA,NA,NA,7.57,NA,6.46,NA,NA,NA,NA,NA,NA,11.4,NA,8.39,6.37,34.7
"678","MNPCA-S016-788","46.657026","-92.235846","2022-09-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.5,NA,1870,NA,NA,11.1,NA,151,126,282,NA,NA,NA,NA,NA,NA,332,NA,94.9,87.2,4530
"679","MNPCA-S016-789","46.657068","-92.235325","2022-09-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19,NA,NA,95.2,NA,2420,NA,NA,13.4,NA,163,76.3,362,NA,NA,NA,NA,NA,NA,345,NA,119,92.5,5490
"680","MNPCA-S016-790","46.656828","-92.232522","2022-09-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.74,NA,72.8,NA,NA,NA,NA,16.1,0.475,13.2,NA,NA,NA,NA,NA,NA,21.2,NA,13,8.35,73.3
"681","MNPCA-S016-841","44.0567","-91.6371","2024-05-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408,NA,0.299,NA,NA,NA,NA,1.69,NA,0.793,NA,NA,NA,NA,NA,NA,0.644,NA,6.97,NA,NA
"682","MNPCA-S016-841","44.0567","-91.6371","2024-07-17","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,1.8,NA,0.916,NA,NA,NA,NA,NA,NA,0.866,NA,10,NA,NA
"683","MNPCA-S016-841","44.0567","-91.6371","2024-08-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558,NA,0.447,NA,NA,NA,NA,2.37,NA,1.42,NA,NA,NA,NA,NA,NA,1.34,NA,10.8,NA,NA
"684","MNPCA-S016-841","44.0567","-91.6371","2024-09-11","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8725,NA,0.6825,NA,NA,NA,NA,2.73,NA,1.855,NA,NA,NA,NA,NA,NA,1.39,NA,11.8,NA,NA
"685","MNPCA-S016-884","44.905849","-93.193958","2024-07-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,0.332,NA,NA,NA,NA,1.02,NA,1.15,NA,NA,NA,NA,NA,NA,1.03,NA,8.45,NA,NA
"686","MNPCA-S016-884","44.905849","-93.193958","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596,NA,0.254,NA,NA,NA,NA,0.691,NA,0.791,NA,NA,NA,NA,NA,NA,0.654,NA,6.91,NA,NA
"687","MNPCA-S016-884","44.905849","-93.193958","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443,NA,0.292,NA,NA,NA,NA,0.821,NA,0.975,NA,NA,NA,NA,NA,NA,0.974,NA,9.19,NA,NA
"688","MNPCA-S016-884","44.905849","-93.193958","2024-09-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383,NA,0.298,NA,NA,NA,NA,0.861,NA,0.842,NA,NA,NA,NA,NA,NA,0.87,NA,9.16,NA,NA
"689","MNPCA-S016-884","44.905849","-93.193958","2024-09-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854,0.176,0.791,NA,NA,0.508,NA,1.16,NA,1.53,NA,NA,NA,NA,NA,NA,1.27,NA,7.99,NA,NA
"690","MNPCA-S017-278","44.613298","-92.619241","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381,NA,0.354,NA,NA,NA,NA,2,NA,0.864,NA,NA,NA,NA,NA,NA,0.736,NA,8.64,NA,NA
